review_id;user_id;restaurant_id;review_text;rating;timestamp
95;6;16;cobain kesini karna tertarik es krim yg disediain honest spoon, ternyata semua-muanya enakkk! paket paling murahpun ttp dpt honest spoon🥹 semua staffnya ramaaah bgt, ga lupa minta racikin bumbu cocol sesuai selera, aku request “asin gurih, …;5;06/04/25 07.28
96;7;16;first time ke letasu grand indonesia pas temen ulang tahun trs dinyanyiin sama semua pegawainyaaa seru bangettt!!! special thanks to mas rudy, mas ahmad, mas rian servicenya okkk banget🫶🏻 …;4;18/11/24 17.29
97;8;16;Wiiihh ga salah nih Mas Janus racikin sausnya buat kitaa, enak banget.. jd ngebuat nambah lagi dan lagi.. thanks Mas Janus, thanks Le-ta-su 🫶🏻💛 …;3;07/10/24 23.04
98;9;16;First time cobain letasu, weeenakk! Darimulai daging, kuah, side dishnya, dessertnya enak semuaaa. Ice creamnya aku suka banget! Staffnya juga ramah dan sangat membantu. Next pasti dateng lagiii;3;27/01/25 07.20
99;10;16;ini pertama kalinya aku makan di ayce dengan konsep shabu only. sebelumnya aku tertarik karena review tiktok dan juga es krimnya dari honest spoon. turns out dari servisnya oke banget!! …;4;19/06/25 08.40
110;1;18;Ramen Seirock-ya adalah tempat yang pas buat pecinta ramen! Kuahnya gurih dan enak banget, bisa pilih level kekentalannya. Mienya kenyal, daging ayamnya empuk, dan telur rebusnya lembut dengan kuning telur yang creamy. Bener-bener mirip …;5;25/03/25 11.04
111;2;18;dari pertama datang disambut dengan penuh semangat dan full senyum! stuffnya cepet dan murah senyum, datang keadaan lapar jadi happy karna dilayani dengan baik. makanannya udah pasti enak seperti biasanya. audience nya aesthetic bgt, bener” bagus! good job seirock ya🫰🏻 …;5;09/09/24 10.19
112;3;18;Di hari Minggu jam makan siang datang ke seirock ya, otomatis ramai pengunjung. Tapi tidak perlu menunggu lama untuk makanan tiba ke meja kami, kurang lebih 10mnt. Menu seirock ya kami adalah toripaitan ekstrim. Selalu enak seperti biasa, gurih kaldu nya sangat berasa dan sesuai pesanan untuk ketebalan mie ramennya.;3;17/06/25 11.32
113;4;18;Ramen halal paling recommended di jabodetabek, enak bangeett masyaAllāh.. hampir semua varian ramen disini sudah dicoba dan paling ter-the best ramen ekstrim dan tan-tan men, kuahnya thick banget, gurih. Tan-tan men ini rasanya unik, ada …;4;03/05/25 08.02
114;5;18;Rasanya nagih banget! Kuahnya gurih dan rich, mienya kenyal pas, topping-nya juga melimpah. Cocok banget buat yang cari comfort food dengan cita rasa autentik Jepang. Pelayanannya juga ramah. Bakal balik lagi, sih!;3;30/03/25 13.26
115;6;18;tempatnyaa comfyy bangettt!! pelayanannyaa okee dan para staffnyaa ramah+++ pas datengg disapaa all staff yang suprisinglyy menambah moodd bangett!! jangaan lupaa rasa ramenn yang bener bener authentic dan enakk bangett!! affordable sekalii hargaanyaa 🥰🤍🤍🤍🫰🏻🫰🏻🫰🏻 …;4;13/07/25 19.14
116;7;18;service nya buruk sekali, tidak ramah keluarga, anak baby mainin sumpit d paksa untuk ganti yang lain, ibu saya yang lansia tidak bisa makan mie, bawa makan dari luar tidak dibolehin …;4;26/08/24 11.10
117;8;18;The resto is a bit warm for a tenant inside a mall.. but the service and the food were excellent! Pelayanannya sat set dan ramah meskipun antrian mengular. Nyobain Tantanmen rekomendasi, ternyata enak juga. Kuahnya kuentelll, sedikit pedas, …;4;02/12/24 13.20
118;9;18;thoughtful sekali, ketika melihat kita bawa anak kecil langsung dikasih alat gambar. Anak jadi anteng. Kalau soal ramennya gausah d tanya. Juaranya Ramen!;5;31/01/25 06.08
119;10;18;Sering makan di Seirock-ya terutama di cabang AEON Mall Jakarta Garden City dan baru pertama kali ke cabang ini. Seperti biasanya di cabang manapun, pelayanannya tetep bagus. Gak perlu nunggu lama karena ke sini juga pas jam mall baru buka …;5;01/03/25 21.15
120;1;19;Ini resto sushi paling Best di Jakarta menurutku😭 sumpah semuanya enak banget. Tuna sashimi nya 100/100, chicken nanban paling enak di Jakarta, crunchy sweet and creamy dari saus tartar nya. Atmosphere nya juga Japanese banget kita …;3;29/08/24 01.58
121;2;19;Berlokasi di hotel orient benhil. Untuk mobil parkir di B2. Dari B2 naik lift lalu keluar gedung. Posisi resto ada di gedung bagian samping. Kalau parkir di lobby dikenakan tarif valet. …;3;12/12/24 03.16
122;3;19;Chicken nanbannya enakk, luarnya crispy dalamnya juicy, sushi nya salmonnya fresh, unamesi (nasgor unagi) nya jugaaa enakkk;4;24/07/24 16.34
123;4;19;Overall enak semua. Kurang disaranin untuk dinner soalnya banyak yang habis pas kita datang. But definitely will come back. ❤️ chicken nanban wajib dicoba;5;04/08/24 06.38
124;5;19;Kesini di ajakin oleh pak suami pas ultah saya, happy bangett karena smua menu yang kami pesan taste nya autentik bangettt lhoo... Yang melayani hari ini mba Shinta yang murah senyum, Haaa shiawase, oishikutte, tanoshikutte, kyo ga Furusato Izakaya tabe nikitta tte yokatta desu ne 🥰🤩🙏 …;4;05/07/25 09.28
125;6;19;Rasa makanan enak Pelayanan ramah Tempat bersih …;5;12/02/25 07.19
126;7;19;Kemarin saya makan disini, mencoba lunch set dan chiken nanban. The chiken nanban so delicious, crispy outside juicy inside ! Besok dateng lagi ah cobain menu lain.. 💖 …;3;28/05/25 09.21
127;8;19;Selain makanan nya enak dan tempatnya nyaman..Pelayanannya ramah dan cepat, stafnya sangat informatif dalam merekomendasikan menu..Terimakasih Mas Ponco 👍🙏🏻 …;4;23/06/25 07.42
128;9;19;Recommended kalau mau merasakan masakan jepang yang otentik dan cocok di lidah juga. Pengalaman reservasi private tatami room no minimum order, agak open di bagian atas tali armosfir adem dan mantep. …;3;03/01/25 11.37
129;10;19;Kenapa aku kasih bintang 1, karena ada salah 1 karyawan kalian wanita, sayang nya saya lupa namanya, sekitar umur 35 an ke atas, dia yg ngelayanin antar makanan, itu sangat tidak help full, yg membuat saya ngerasa ga nyaman dan menurut saya …;4;28/03/25 09.47
